user_id,enhanced_segment,financial_category,primary_recommendation,secondary_recommendation,tertiary_recommendation,primary_ml_score,primary_hybrid_score,financial_priorities,urgency_flags,strategy,credit_score,dti_ratio,financial_health_score,engagement_score,recommendation_method
user_087,Growth_Focused,Good,protect,improve,drivescore,0.6993884355431584,0.6595107484345267,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Hybrid ML + growth strategy. ML predictions weighted with moderate financial complexity content. Current DTI: 0.44.,789,0.44,0.66727137,0.5588,ML_Hybrid
user_088,Payment_Recovery_Priority,Fair,protect,improve,insights,0.8837641350139606,0.8370113080111685,"URGENT_PAYMENT_MANAGEMENT, Credit_Repair, Payment_Management",STABLE_FINANCIAL_POSITION,🚨 PAYMENT ISSUES: 3 missed payments detected - URGENT payment management required. ML predictions adjusted for payment crisis.,630,0.56,0.587013735,0.6551,ML_Hybrid
user_089,Payment_Recovery_Priority,Fair,protect,improve,insights,0.7352306479251257,0.7181845183401006,"URGENT_PAYMENT_MANAGEMENT, Credit_Repair, Payment_Management",STABLE_FINANCIAL_POSITION,🚨 PAYMENT ISSUES: 4 missed payments detected - URGENT payment management required. ML predictions adjusted for payment crisis.,519,0.44,0.580927955,0.4799,ML_Hybrid
user_090,Debt_Management_Priority,Good,protect,drivescore,improve,0.6540780153684536,0.5632624122947629,"URGENT_DTI_REDUCTION, Wealth_Building",STABLE_FINANCIAL_POSITION,🚨 CRITICAL: DTI 58.0% - URGENT debt reduction required. ML model recommends content with financial override priority.,815,0.58,0.70948048,0.6742999999999999,ML_Hybrid
user_091,Payment_Recovery_Priority,Good,improve,protect,credit_cards,0.6124625431438486,0.679970034515079,"URGENT_PAYMENT_MANAGEMENT, Payment_Management",STABLE_FINANCIAL_POSITION,🚨 PAYMENT ISSUES: 3 missed payments detected - URGENT payment management required. ML predictions adjusted for payment crisis.,734,0.26,0.713666165,0.5858,ML_Hybrid
user_092,Growth_Focused,Good,improve,protect,credit_cards,0.7350971549477068,0.6880777239581655,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Hybrid ML + growth strategy. ML predictions weighted with moderate financial complexity content. Current DTI: 0.34.,882,0.34,0.765662685,0.5467500000000001,ML_Hybrid
user_093,Mainstream,Good,improve,protect,insights,0.7660475649210647,0.7128380519368518,Homeownership_Ready,STABLE_FINANCIAL_POSITION,ML-balanced content strategy for users with decent financial health. Machine learning predictions guide practical financial advice selection.,803,0.43,0.684644595,0.38295,ML_Hybrid
user_094,Debt_Management_Priority,Good,improve,protect,insights,0.7292095062174301,0.7793676049739442,"URGENT_DTI_REDUCTION, Homeownership_Ready",STABLE_FINANCIAL_POSITION,🚨 CRITICAL: DTI 50.0% - URGENT debt reduction required. ML model recommends content with financial override priority.,842,0.5,0.71222741,0.54115,ML_Hybrid
user_095,Growth_Focused,Fair,protect,improve,drivescore,0.5839363380701006,0.5671490704560805,"Credit_Repair, Legal_Financial_Issues",LEGAL_ACTION,Hybrid ML + growth strategy. ML predictions weighted with moderate financial complexity content. Current DTI: 0.40.,606,0.4,0.552021615,0.5465,ML_Hybrid
user_096,Debt_Management_Priority,Fair,improve,protect,insights,0.5564755097002199,0.6411804077601759,"URGENT_DTI_REDUCTION, Debt_Reduction, Debt_Consolidation",HIGH_DEBT_BURDEN,🚨 CRITICAL: DTI 83.0% - URGENT debt reduction required. ML model recommends content with financial override priority.,737,0.83,0.5923276399999999,0.39380000000000004,ML_Hybrid
user_097,Payment_Recovery_Priority,Fair,protect,improve,insights,0.7595745298308916,0.7376596238647133,"URGENT_PAYMENT_MANAGEMENT, Credit_Repair, Debt_Reduction",STABLE_FINANCIAL_POSITION,🚨 PAYMENT ISSUES: 2 missed payments detected - URGENT payment management required. ML predictions adjusted for payment crisis.,625,0.8,0.5019332,0.5506,ML_Hybrid
user_098,Growth_Focused,Good,improve,protect,drivescore,0.8973113629019691,0.8178490903215753,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Hybrid ML + growth strategy. ML predictions weighted with moderate financial complexity content. Current DTI: 0.29.,944,0.29,0.7885292599999999,0.61505,ML_Hybrid
user_099,Payment_Recovery_Priority,Good,improve,protect,insights,0.5976564854865548,0.6681251883892438,URGENT_PAYMENT_MANAGEMENT,STABLE_FINANCIAL_POSITION,🚨 PAYMENT ISSUES: 2 missed payments detected - URGENT payment management required. ML predictions adjusted for payment crisis.,810,0.27,0.7504936,0.483,ML_Hybrid
