user_id,financial_health_score,engagement_score,financial_category,enhanced_segment,credit_score,dti_ratio,income,missed_payments,click_rate,avg_time_viewed,total_interactions,primary_recommendation,secondary_recommendation,tertiary_recommendation,financial_priorities,urgency_flags,strategy,ml_confidence,weight_method
user_080,0.8061731057044171,-12.116535624745888,Excellent,Activation_Needed,857,0.46,48620.57,0,0.125,24.025000000000002,8,insights,drivescore,improve,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Basic financial education and engagement building. Start with simple concepts and gradually increase complexity. Build financial awareness.,0.91,ML_Learned
user_081,0.7274133163473502,-16.32793644444886,Good,Payment_Recovery_Priority,697,0.27,46981.22,3,0.3333333333333333,22.705555555555556,18,improve,insights,drivescore,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 3 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",0.79,ML_Learned
user_082,0.7586473800169897,-9.030120586743672,Good,Activation_Needed,765,0.49,50678.57,1,0.25,20.424999999999997,4,improve,insights,drivescore,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Basic financial education and engagement building. Start with simple concepts and gradually increase complexity. Build financial awareness.,0.42,ML_Learned
user_083,0.7269642464392316,-13.071061400497282,Good,Debt_Management_Priority,777,0.53,34867.95,1,0.375,26.625,8,improve,insights,drivescore,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 53.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",0.54,ML_Learned
user_084,0.7201004156597823,-12.40849469673365,Good,Payment_Recovery_Priority,684,0.43,60841.9,2,0.3333333333333333,23.422222222222224,9,improve,insights,drivescore,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 2 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",0.73,ML_Learned
user_085,0.762973657047861,-14.909837588866107,Good,Payment_Recovery_Priority,783,0.27,40899.47,2,0.09090909090909091,28.063636363636363,11,improve,insights,drivescore,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 2 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",0.68,ML_Learned
user_086,0.9289354376351157,-13.892096284644637,Excellent,Activation_Needed,1000,0.0,47476.59,0,0.0,33.160000000000004,5,insights,improve,drivescore,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Basic financial education and engagement building. Start with simple concepts and gradually increase complexity. Build financial awareness.,0.93,ML_Learned
user_087,0.7369198552840508,-19.470150786680062,Good,Activation_Needed,789,0.44,37047.58,1,0.2,35.76,15,insights,improve,drivescore,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Basic financial education and engagement building. Start with simple concepts and gradually increase complexity. Build financial awareness.,0.53,ML_Learned
user_088,0.64711352140739,-13.61402255643575,Fair,Payment_Recovery_Priority,630,0.56,35342.49,3,0.6153846153846154,21.415384615384614,13,improve,drivescore,insights,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 3 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",0.79,ML_Learned
user_089,0.6374965559004228,-16.905966107056322,Fair,Payment_Recovery_Priority,519,0.44,50151.97,4,0.09090909090909091,33.78181818181818,11,improve,insights,drivescore,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 4 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",0.76,ML_Learned
user_090,0.7782451445291594,-19.62402950081515,Good,Debt_Management_Priority,815,0.58,53320.32,0,0.625,45.2625,8,improve,insights,protect,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 58.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",0.49,ML_Learned
user_091,0.7442369881352069,-14.51314325274144,Good,Payment_Recovery_Priority,734,0.26,35644.11,3,0.42857142857142855,22.764285714285712,14,improve,insights,drivescore,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 3 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",0.7,ML_Learned
user_092,0.8052964409877098,-16.868902884124374,Excellent,Activation_Needed,882,0.34,34041.79,1,0.23076923076923078,30.946153846153848,13,insights,protect,improve,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Basic financial education and engagement building. Start with simple concepts and gradually increase complexity. Build financial awareness.,0.61,ML_Learned
user_093,0.7488662787968229,-13.877021697017415,Good,Activation_Needed,803,0.43,30829.73,1,0.14285714285714285,30.385714285714283,7,insights,drivescore,improve,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Basic financial education and engagement building. Start with simple concepts and gradually increase complexity. Build financial awareness.,0.44,ML_Learned
user_094,0.7818447932973168,-14.039009184018445,Good,Debt_Management_Priority,842,0.5,43084.94,0,0.4444444444444444,28.033333333333335,9,insights,improve,drivescore,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 50.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",0.51,ML_Learned
user_095,0.5531642591309364,-20.963098885590014,Fair,Activation_Needed,606,0.4,56814.41,1,0.25,49.3,8,improve,drivescore,insights,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Basic financial education and engagement building. Start with simple concepts and gradually increase complexity. Build financial awareness.,0.74,ML_Learned
user_096,0.6883197402970271,-15.535409791163602,Good,Debt_Management_Priority,737,0.83,39151.76,0,0.2,37.760000000000005,5,improve,drivescore,insights,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 83.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",0.7,ML_Learned
user_097,0.5945143171132672,-15.937533795495463,Fair,Payment_Recovery_Priority,625,0.8,16288.8,2,0.2857142857142857,26.92142857142857,14,improve,drivescore,insights,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 2 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",0.85,ML_Learned
user_098,0.8386254028490135,-18.40143440368917,Excellent,Activation_Needed,944,0.29,38552.84,0,0.3333333333333333,36.608333333333334,12,insights,protect,drivescore,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Basic financial education and engagement building. Start with simple concepts and gradually increase complexity. Build financial awareness.,0.72,ML_Learned
user_099,0.7838050699833036,-16.080185566810847,Good,Payment_Recovery_Priority,810,0.27,36662.4,2,0.2222222222222222,34.0,9,improve,insights,drivescore,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 2 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",0.67,ML_Learned
