user_id,financial_health_score,engagement_score,financial_category,enhanced_segment,credit_score,dti_ratio,income,missed_payments,click_rate,avg_time_viewed,total_interactions,primary_recommendation,secondary_recommendation,tertiary_recommendation,financial_priorities,urgency_flags,strategy,weight_method
user_079,0.80808523,0.35900000000000004,Excellent,Payment_Recovery_Priority,833,0.1,55456.82,2,0.3333333333333333,30.133333333333336,3,improve,insights,protect,"URGENT_PAYMENT_MANAGEMENT, Wealth_Building",STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 2 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",Manual
user_080,0.745030855,0.37012500000000004,Good,Mainstream,857,0.46,48620.57,0,0.125,24.025000000000002,8,improve,insights,drivescore,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Provide balanced financial content for users with decent financial health. Focus on practical advice and gradual improvement. Build on solid financial foundation.,Manual
user_081,0.6870718299999999,0.5468611111111111,Good,Payment_Recovery_Priority,697,0.27,46981.22,3,0.3333333333333333,22.705555555555556,18,improve,insights,protect,"URGENT_PAYMENT_MANAGEMENT, Payment_Management, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 3 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",Manual
user_082,0.698017855,0.302125,Good,Mainstream,765,0.49,50678.57,1,0.25,20.424999999999997,4,improve,insights,drivescore,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Provide balanced financial content for users with decent financial health. Focus on practical advice and gradual improvement. Build on solid financial foundation.,Manual
user_083,0.657901925,0.483125,Good,Debt_Management_Priority,777,0.53,34867.95,1,0.375,26.625,8,improve,insights,drivescore,"URGENT_DTI_REDUCTION, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 53.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",Manual
user_084,0.65896285,0.47544444444444445,Good,Payment_Recovery_Priority,684,0.43,60841.9,2,0.3333333333333333,23.422222222222224,9,improve,insights,protect,"URGENT_PAYMENT_MANAGEMENT, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 2 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",Manual
user_085,0.718749205,0.4516818181818182,Good,Payment_Recovery_Priority,783,0.27,40899.47,2,0.09090909090909091,28.063636363636363,11,improve,insights,protect,"URGENT_PAYMENT_MANAGEMENT, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 2 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",Manual
user_086,0.901214885,0.29080000000000006,Excellent,Premium_Moderate,1000,0.0,47476.59,0,0.0,33.160000000000004,5,protect,improve,insights,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Offer premium content with clear value propositions. Balance wealth building with practical financial advice. Leverage high financial health score: 0.90.,Manual
user_087,0.66727137,0.5588,Good,Growth_Focused,789,0.44,37047.58,1,0.2,35.76,15,improve,insights,drivescore,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Provide growth-oriented financial content with moderate complexity. Focus on building wealth and improving financial position. Current DTI: 0.44.,Manual
user_088,0.587013735,0.6532307692307693,Fair,Payment_Recovery_Priority,630,0.56,35342.49,3,0.6153846153846154,21.415384615384614,13,improve,insights,protect,"URGENT_PAYMENT_MANAGEMENT, Credit_Repair, Payment_Management",STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 3 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",Manual
user_089,0.580927955,0.48027272727272724,Fair,Payment_Recovery_Priority,519,0.44,50151.97,4,0.09090909090909091,33.78181818181818,11,improve,insights,protect,"URGENT_PAYMENT_MANAGEMENT, Credit_Repair, Payment_Management",STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 4 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",Manual
user_090,0.70948048,0.6763125,Good,Debt_Management_Priority,815,0.58,53320.32,0,0.625,45.2625,8,improve,insights,drivescore,"URGENT_DTI_REDUCTION, Wealth_Building",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 58.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",Manual
user_091,0.713666165,0.58525,Good,Payment_Recovery_Priority,734,0.26,35644.11,3,0.42857142857142855,22.764285714285712,14,improve,insights,protect,"URGENT_PAYMENT_MANAGEMENT, Payment_Management",STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 3 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",Manual
user_092,0.765662685,0.5470384615384616,Good,Growth_Focused,882,0.34,34041.79,1,0.23076923076923078,30.946153846153848,13,improve,insights,drivescore,General_Financial_Wellness,STABLE_FINANCIAL_POSITION,Provide growth-oriented financial content with moderate complexity. Focus on building wealth and improving financial position. Current DTI: 0.34.,Manual
user_093,0.684644595,0.3840714285714285,Good,Mainstream,803,0.43,30829.73,1,0.14285714285714285,30.385714285714283,7,improve,insights,drivescore,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Provide balanced financial content for users with decent financial health. Focus on practical advice and gradual improvement. Build on solid financial foundation.,Manual
user_094,0.71222741,0.5429444444444445,Good,Debt_Management_Priority,842,0.5,43084.94,0,0.4444444444444444,28.033333333333335,9,improve,insights,drivescore,"URGENT_DTI_REDUCTION, Homeownership_Ready",STABLE_FINANCIAL_POSITION,"🚨 CRITICAL: DTI 50.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",Manual
user_095,0.552021615,0.5465,Fair,Growth_Focused,606,0.4,56814.41,1,0.25,49.3,8,improve,insights,drivescore,"Credit_Repair, Legal_Financial_Issues",LEGAL_ACTION,Provide growth-oriented financial content with moderate complexity. Focus on building wealth and improving financial position. Current DTI: 0.40.,Manual
user_096,0.5923276399999999,0.39380000000000004,Fair,Debt_Management_Priority,737,0.83,39151.76,0,0.2,37.760000000000005,5,improve,insights,drivescore,"URGENT_DTI_REDUCTION, Debt_Reduction, Debt_Consolidation",HIGH_DEBT_BURDEN,"🚨 CRITICAL: DTI 83.0% - URGENT debt reduction required. Focus on debt consolidation, payment strategies, budgeting, and avoid all new debt. Immediate action needed.",Manual
user_097,0.5019332,0.5488928571428571,Fair,Payment_Recovery_Priority,625,0.8,16288.8,2,0.2857142857142857,26.92142857142857,14,improve,insights,protect,"URGENT_PAYMENT_MANAGEMENT, Credit_Repair, Debt_Reduction",STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 2 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",Manual
user_098,0.7885292599999999,0.6163749999999999,Good,Growth_Focused,944,0.29,38552.84,0,0.3333333333333333,36.608333333333334,12,improve,insights,drivescore,Homeownership_Ready,STABLE_FINANCIAL_POSITION,Provide growth-oriented financial content with moderate complexity. Focus on building wealth and improving financial position. Current DTI: 0.29.,Manual
user_099,0.7504936,0.48388888888888887,Good,Payment_Recovery_Priority,810,0.27,36662.4,2,0.2222222222222222,34.0,9,improve,insights,protect,URGENT_PAYMENT_MANAGEMENT,STABLE_FINANCIAL_POSITION,"🚨 PAYMENT ISSUES: 2 missed payments detected - URGENT payment management required. Focus on payment scheduling, budgeting, automatic payments, and credit repair strategies. Address payment history immediately.",Manual
